,FSC-A,SSC-A,HLA-DR,CD3,CD45,CD14,CD56,CD19,CD11c,Population
0,-0.8698244139178194,-0.08467519038754662,-0.6402251396256883,-1.3114144740222309,-2.174682050621671,-0.057507034816577075,3.0714054318158253,-1.1510597925571497,-0.12460581457823892,Other cells
1,-0.7634282757905427,-0.4321753066912931,1.42342839290604,-1.1648473140598818,-0.4613633810416111,-0.6840705863660708,-0.5383482432223257,2.1088134176719215,0.003988827543753406,B_cells
2,0.5524532635814928,-0.12170305993652998,-1.093370242778639,0.34463357907090275,0.8752092125333816,-0.42186793729094474,0.315857408868024,-0.674352939928274,-0.7108823485651244,T_cells
3,-1.4921388356708665,-0.385587773633328,-0.7135741004988159,0.025112241890477296,0.17986534511168628,0.27912154292470204,-0.12704700657716808,-0.23036505736144522,1.8998080922380425,T_cells
4,-0.6756917279641954,-0.7622983869271044,1.5780681312640965,-1.134765754630186,-1.1867029805271432,-0.6420050010438417,-0.2796582353647399,1.902271993476562,-0.06640420605211728,B_cells
5,-0.9097232176037526,-0.1212398710500929,1.4536854780257948,-0.6822906462530834,-0.44749506941360545,0.17742597108429808,-1.0926195593676042,1.6102909716069587,-0.3847761099545081,B_cells
6,-0.5494822076242641,-0.5884721300486755,1.929895009834553,-0.8897983133448469,-0.36955825045939705,-0.7231769762295925,-0.23920509219478006,1.9916085104893735,0.04040555536326536,B_cells
7,-0.02736315608967065,-0.3380581861673457,1.330239626043177,-1.2068451616284244,-1.1127545673718853,-0.4959609007911575,0.07531427585081174,1.8585817951116164,-1.871125257366781,B_cells
8,-0.43540535043592354,-0.5848766980618709,1.090946770499168,-2.2482481416519557,-1.0262732595649622,-0.5667334631928651,-0.34089306836550687,1.7092932328040453,-1.5724341519720764,B_cells
9,-0.4534753784027175,-0.4797575779311165,1.158402207221127,-1.4157439689765126,0.1670813994499119,-0.9353539742302535,-0.6718889245616927,1.9464835263093954,0.5288977574489445,B_cells
10,-0.9290192934128716,0.13836529258202254,-0.9789625019352506,0.5500065471092527,0.747715429230023,-0.6349553392964397,1.5899827912970357,-0.5053202385134921,-0.6642392511923499,Other cells
11,-0.9265648947503539,0.3516946569009009,2.000190847115895,-1.4925496688955049,0.29721910879266566,-0.08215028671612494,-0.28222101118733006,1.634056658439751,0.4581033356330145,B_cells
12,0.05382429842536173,-0.557176940410987,-0.898633627797753,0.8079886998934226,0.9650989414495904,-0.6761727907926683,0.22905153738710407,-0.32884298568440906,0.13669190155189295,T_cells
13,-0.9558130015425712,-0.5824552147526574,-0.7368444164838658,1.0337304770261113,0.4921900134251821,0.21413495887802783,-0.419584514230331,-0.30928987433583033,-0.9349870539193477,T_cells
14,-0.2769768818544223,0.06109335900423425,0.5647389885958437,-1.3307863902217594,-0.9988458285304983,0.6479911752576699,-0.4964719999952681,-0.47016965309410064,2.8774041780137125,Monocytes
15,0.4465948707863278,-0.16137334198616793,-0.1062604402474826,0.5592438374781101,-0.06674758076145888,-0.4418865606980571,-0.1411460702044384,-0.5165955941520122,-0.3978289652265083,T_cells
16,0.044894501743296046,-0.3722485847554531,-0.6562957566591127,0.6938013783548314,0.6023679287517478,0.04643923318183739,0.20879144209311593,-0.4732483393887942,0.14369634845843218,T_cells
17,-0.1781555258062947,0.3762881278473098,-1.1011558412957176,-1.139954737263012,-0.7718381076010972,-0.19208438415743714,2.781715121635714,-0.492225462738642,0.6391039074096634,Other cells
18,0.2530577924837418,1.969522547007799,0.9545113887357404,-0.9808924017674155,-0.09216076094452605,2.9102793515048178,0.8253181044744741,-1.0176135113667006,1.8861969138320274,Monocytes
19,-1.008619420432581,0.5305371371987224,-0.8513288468922344,-1.5093283214174433,-1.0837105145419648,-0.04940828196738665,3.094030018652376,-0.4407501454344854,-0.24831287316517503,Other cells
20,-0.31689497297999764,-0.5081101003895925,-0.28937932638219205,0.8138202408428034,0.393381951589361,-0.04256009170314161,-0.03428679301537704,-0.29569143862606484,-0.533069068873689,T_cells
21,-0.3492627511662685,-0.5950153690950671,-1.0046112519034796,0.640516852833622,-0.5040027820975412,-0.8545115820666818,-0.5754686072161749,-0.55558584422962,-0.8071895175405965,T_cells
22,-0.8098073713239928,-0.09316627276661947,-0.543273020353986,0.37682343836092747,0.08104451884494636,-0.3943703198773634,-0.032341429530447226,-0.28888719796864115,-0.5483235808036825,T_cells
23,0.36139994690923816,-0.032113060381981876,0.09622499590379535,0.47757457291994293,0.32752608312198944,-0.18421335937045577,2.98838392874635,-0.5116320086734294,-0.10974050897576519,Other cells
24,-0.4703818268018488,-0.6139135099275709,-0.2883901320847878,0.6180411496938388,0.8584656753713128,-0.2860568254291511,-0.7102889031352245,-0.5797955248871702,-0.7497789808836031,T_cells
25,-0.7044737696104335,-0.26671878818275696,-0.591889222066718,0.9433838853003546,0.953093361503982,-0.20400656421944408,-0.7780525557715531,-0.3987379126108034,0.06688832698276181,T_cells
26,-0.15695719027844296,-0.1401327006728758,-0.3640044503937388,0.7048813873875818,0.8304696557275438,-0.5320853660861359,-0.11310981613322701,-0.7195298431674791,-0.016144332739778243,T_cells
27,4.308149282379271,3.274643027714305,2.055175618375377,0.6039852930903057,1.7363396930680552,0.348346107372703,-0.3116811825720253,2.0377202159579633,-0.06733863926944277,B_cells
28,0.6874544019314276,2.4387292053876655,0.6255279959109423,-0.9708631044402353,-3.238909930694619,2.379649495226347,0.5098290104828412,-0.39985546454857135,0.6583704301445132,Monocytes
29,-0.3673373850887981,-0.2216843556446927,-1.271873491376982,0.7856026451605019,-0.07946914182642936,-0.15500919471262584,-0.7287503421420289,-0.38725980615173766,0.26227727953427843,T_cells
30,-0.16451210917348275,-0.15171901901361803,0.01118774303999202,0.6990473810879062,0.0948899432429564,-0.17922456820282742,0.3399097037973959,-0.3860688209414939,-0.3880782022506462,T_cells
31,-0.07383724946016386,-0.446525167380188,0.054275052263620206,0.7294062695972763,0.5561034019795205,-0.5730632263833215,-0.525162964180581,-0.7268111600652851,-0.8610351118556592,T_cells
32,0.5702826303611115,-0.110179876459724,-0.10806618040683334,0.6133024852187203,0.608039403814378,-0.632317713275602,-0.18699554058870435,-0.6222040188543325,-0.9681121002698763,T_cells
33,-0.9060741491723576,-0.70309291870485,1.6217567701023368,-1.9751941200015435,-0.815286782206702,-0.6196781723101067,-0.26979178103935153,1.8952877777763584,0.8808244520573884,B_cells
34,-0.2105788633336242,-0.27436761549775546,-0.05139922808400673,0.7110960560019115,1.1693869025981167,-0.18358133432435192,-0.24588404821362944,-0.30311425640024225,-0.5640411185836938,T_cells
35,-0.17180794305840455,0.008473148350435007,-0.5861972824448017,0.5433365343416283,0.4725106812061442,-0.2220820812520735,0.007077007430261142,-0.24392469957113705,-0.713825308283764,T_cells
36,-0.4222881642458846,-0.660637763803504,0.9111966084846292,-1.1986347722223738,-0.8591556539460758,-0.5705854726615911,-0.24045700272816392,1.7428517394330307,-0.8453566123305152,B_cells
37,2.6357883595024263,0.05406046068747532,1.2734101066956223,-0.8705947230065788,-0.3112338042158233,-0.053424307413693396,0.10001813537187511,2.0911100594503638,-0.5021894343448178,B_cells
38,0.13445558378534067,-0.8547836810967442,-1.0323549452500882,0.8661042421218077,0.1963803851873364,-0.7185836572914065,-0.38688234777445135,-0.6263307697243634,-1.0150186108336667,T_cells
39,-1.3977049403329695,-0.2842220511462286,1.5236959630282214,-0.9835524989497273,-0.6286624174558524,-0.6138496539362259,0.04523563317011159,1.992790062859996,-1.6971344884443849,B_cells
40,-0.6114694477839209,0.05879805975822045,-0.08187589395909363,0.19041061748065616,-1.5380004202597388,-0.5092533464957658,-0.32493451836418463,-0.6090838699704145,-0.0575475712679371,T_cells
